device_instance,object_identifier,property_name,property_value,address,maxAPDULengthAccepted,segmentationSupported,objectName,description,units
2400002,binaryValue:110,eventState,offnormal,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361B9E8>, <bacpypes.basetypes.TimeStamp object at 0x0361BA00>, <bacpypes.basetypes.TimeStamp object at 0x0361B250>]",192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,inactiveText,Off,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,minimumOffTime,0,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,minimumOnTime,0,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,notificationClass,1,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,notifyType,alarm,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,outOfService,FALSE,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,presentValue,inactive,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,statusFlags,"[1, 0, 0, 0]",192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,timeDelay,60,192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:110,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,drive_fault_8,,
2400002,binaryValue:111,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,activeText,On,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,alarmValue,active,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,eventState,normal,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361BA48>, <bacpypes.basetypes.TimeStamp object at 0x0361BA60>, <bacpypes.basetypes.TimeStamp object at 0x0361B1F0>]",192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,inactiveText,Off,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,minimumOffTime,0,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,minimumOnTime,0,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,notificationClass,1,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,notifyType,alarm,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,outOfService,FALSE,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,presentValue,inactive,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,timeDelay,0,192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:111,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,vfd_alarm_8,VFD in Alarm,
2400002,binaryValue:112,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,activeText,On,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,alarmValue,active,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,eventState,normal,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361BD60>, <bacpypes.basetypes.TimeStamp object at 0x0361BBE0>, <bacpypes.basetypes.TimeStamp object at 0x0361B5C8>]",192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,inactiveText,Off,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,minimumOffTime,0,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,minimumOnTime,0,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,notificationClass,1,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,notifyType,alarm,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,outOfService,FALSE,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,presentValue,inactive,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,timeDelay,0,192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:112,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,comm_inv_8,Invalid Communications Alarm,
2400002,binaryValue:113,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,activeText,On,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,alarmValue,active,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,eventState,normal,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361BA60>, <bacpypes.basetypes.TimeStamp object at 0x0361BA78>, <bacpypes.basetypes.TimeStamp object at 0x0361B208>]",192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,inactiveText,Off,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,minimumOffTime,0,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,minimumOnTime,0,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,notificationClass,1,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,notifyType,alarm,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,outOfService,FALSE,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,presentValue,inactive,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,timeDelay,0,192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:113,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,fault_8,VFD Fault,
2400002,binaryValue:114,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,activeText,On,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,alarmValue,active,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,eventState,normal,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361B670>, <bacpypes.basetypes.TimeStamp object at 0x0361B520>, <bacpypes.basetypes.TimeStamp object at 0x0361BD48>]",192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,inactiveText,Off,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,minimumOffTime,0,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,minimumOnTime,0,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,notificationClass,1,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,notifyType,alarm,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,outOfService,FALSE,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,presentValue,inactive,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,timeDelay,0,192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:114,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,runtime_8,VFD Runtime Alarm,
2400002,binaryValue:115,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,activeText,On,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,alarmValue,active,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,eventState,normal,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361B268>, <bacpypes.basetypes.TimeStamp object at 0x0361B250>, <bacpypes.basetypes.TimeStamp object at 0x0361B9B8>]",192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,inactiveText,Off,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,minimumOffTime,0,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,minimumOnTime,0,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,notificationClass,1,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,notifyType,alarm,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,outOfService,FALSE,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,presentValue,inactive,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,timeDelay,0,192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:115,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 25]}",192.168.168.2,480,segmentedBoth,sys_err_8,VFD System Error Alarm,
2400002,binaryValue:117,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,activeText,Alarm,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,alarmValue,active,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,eventState,normal,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361B8E0>, <bacpypes.basetypes.TimeStamp object at 0x0361B8F8>, <bacpypes.basetypes.TimeStamp object at 0x0361B208>]",192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,inactiveText,Normal,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,minimumOffTime,0,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,minimumOnTime,0,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,notificationClass,1,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,notifyType,alarm,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,outOfService,FALSE,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,presentValue,inactive,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,reliability,noFaultDetected,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,statusFlags,"[0, 0, 0, 0]",192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,timeDelay,300,192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,timeOfActiveTimeReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 26]}",192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:117,timeOfStateCountReset,"{""date"": [123, 12, 14, 4], ""time"": [16, 24, 54, 26]}",192.168.168.2,480,segmentedBoth,oah_sens_fail_9,OA Humidity Sensor Failure,
2400002,binaryValue:118,ackedTransitions,"[1, 1, 1]",192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,activeText,Alarm,192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,alarmValue,active,192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,changeOfStateCount,0,192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,changeOfStateTime,"{""date"": [255, 255, 255, 255], ""time"": [255, 255, 255, 255]}",192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,elapsedActiveTime,0,192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,eventDetectionEnable,TRUE,192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,eventEnable,"[1, 0, 1]",192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,eventState,normal,192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361B070>, <bacpypes.basetypes.TimeStamp object at 0x0361BAA8>, <bacpypes.basetypes.TimeStamp object at 0x0361B628>]",192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
2400002,binaryValue:118,inactiveText,Normal,192.168.168.2,480,segmentedBoth,oat_sens_fail_9,OA Temperature Sensor Failure,
